OBJECTID,GL_String,Fund,Fund_Name,Department,Department_Name,Object,Object_Name,Adopted_Budget,Fiscal_Year
5246,6100-41-41-4120-412020-000000-000-522250,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522250,522250 Technology Services,4200,2021
5247,6100-41-41-4150-415010-000000-000-522250,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522250,522250 Technology Services,4000,2021
5248,6100-41-41-4150-415012-000000-000-522250,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522250,522250 Technology Services,2300,2021
5249,6100-41-41-4140-414010-000000-000-522250,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522250,522250 Technology Services,1200,2021
5250,6100-41-41-4110-411020-000000-000-522250,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522250,522250 Technology Services,1000,2021
5251,6100-41-41-4150-415001-000000-000-522250,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522250,522250 Technology Services,1000,2021
5252,6100-41-41-4160-416011-000000-000-522250,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522250,522250 Technology Services,710,2021
5253,6100-41-41-4140-414030-000000-000-522250,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522250,522250 Technology Services,111,2021
5254,1000-42-42-4210-423575-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,214120,2021
5255,1000-42-42-4240-000000-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,63975,2021
5256,1000-42-42-4230-428360-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,10500,2021
5257,1000-42-42-4220-428890-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,2850,2021
5258,1000-42-42-4220-424680-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,2500,2021
5259,1000-42-42-4230-423570-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,2000,2021
5260,1000-42-42-4230-428320-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,2000,2021
5261,1000-42-42-4230-428350-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,2000,2021
5262,1000-42-42-4270-420790-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,2000,2021
5263,1000-42-42-4270-426550-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,2000,2021
5264,1000-42-42-4270-427010-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,2000,2021
5265,1000-42-42-4270-428850-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,2000,2021
5266,1000-42-42-4260-421775-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,1000,2021
5267,1000-42-42-4260-428920-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,800,2021
5268,1000-42-42-4250-421220-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,500,2021
5269,1000-42-42-4250-428125-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,500,2021
5270,1000-42-42-4260-426950-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,500,2021
5271,1000-42-42-4250-426175-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,350,2021
5272,1000-42-42-4260-421150-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,200,2021
5273,1000-42-42-4250-425001-000000-000-522250,1000,1000 General Fund,42,42 Transportation,522250,522250 Technology Services,150,2021
5274,1000-50-50-5040-503575-000000-000-522250,1000,1000 General Fund,50,50 Solid Waste Services,522250,522250 Technology Services,92630,2021
5275,1000-50-50-5050-501050-000000-000-522250,1000,1000 General Fund,50,50 Solid Waste Services,522250,522250 Technology Services,2000,2021
5276,1000-61-61-6110-000000-000000-000-522250,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522250,522250 Technology Services,21828,2021
5277,1000-61-61-6140-000000-000000-000-522250,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522250,522250 Technology Services,20950,2021
5278,1000-61-61-6130-000000-000000-000-522250,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522250,522250 Technology Services,20895,2021
5279,1000-61-61-6170-000000-000000-000-522250,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522250,522250 Technology Services,2000,2021
5280,1000-61-61-6120-000000-000000-000-522250,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522250,522250 Technology Services,1960,2021
5281,1000-62-61-6250-000000-000000-000-522250,1000,1000 General Fund,62,62 Economic Development,522250,522250 Technology Services,19400,2021
5282,6200-70-72-7040-704087-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,65176,2021
5283,6200-70-00-7030-703010-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,41427,2021
5284,6200-70-00-7080-708030-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,39000,2021
5285,6200-70-71-7070-707085-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,33000,2021
5286,6200-70-00-7050-705030-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,29000,2021
5287,6200-70-00-7020-702010-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,24067,2021
5288,6200-70-72-7080-708060-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,23605,2021
5289,6200-70-71-7070-707010-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,19461,2021
5290,6200-70-00-7030-703035-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,18449,2021
5291,6200-70-00-7010-701011-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,16604,2021
5292,6200-70-71-7070-707070-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,15137,2021
5293,6200-70-00-7050-705010-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,13456,2021
5294,6200-70-71-7070-707086-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,13063,2021
5295,6200-70-00-7010-701020-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,11782,2021
5296,6200-70-00-7060-706000-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,10033,2021
5297,6200-70-00-7010-701016-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,8850,2021
5298,6200-70-71-7080-708040-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,7500,2021
5299,6200-70-00-7080-708010-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,6764,2021
5300,6200-70-72-7080-708070-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,5570,2021
5301,6200-70-00-7010-701012-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,5450,2021
5302,6200-70-00-7080-708020-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,5295,2021
5303,6200-70-00-7050-705092-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,5000,2021
5304,6200-70-00-7050-705093-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,5000,2021
5305,6200-70-00-7010-701014-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,4850,2021
5306,6200-70-00-7010-701060-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,4120,2021
5307,6200-70-00-7050-705040-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,3432,2021
5308,6200-70-00-7030-703015-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,3000,2021
5309,6200-70-72-7040-704085-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,3000,2021
5310,6200-70-71-7070-707087-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,2663,2021
5311,6200-70-72-7040-704086-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,2225,2021
5312,6200-70-00-7010-701010-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,2000,2021
5313,6200-70-72-7040-704010-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,203,2021
5314,6200-70-00-7010-701015-000000-000-522250,6200,6200 WS Operating,70,70 Charlotte Water,522250,522250 Technology Services,105,2021
5315,1000-80-80-8090-809019-000000-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,416410,2021
5316,1000-80-80-8030-000000-000000-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,226185,2021
5317,6300-80-51-8070-807010-000000-000-522250,6300,6300 SW Operating,80,80 General Services,522250,522250 Technology Services,200000,2021
5318,1000-80-11-8094-809420-000000-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,34359,2021
5319,1000-80-80-8010-000000-000000-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,23569,2021
5320,1000-80-80-8090-809014-000000-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,12000,2021
5321,1000-80-61-8085-000000-000000-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,6910,2021
5322,1000-80-80-8090-809013-000000-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,6800,2021
5323,1000-80-11-8094-809430-000000-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,6500,2021
5324,1000-80-80-8090-809015-000000-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,6000,2021
5325,1000-80-80-8020-000000-000000-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,5131,2021
5326,1000-80-11-8094-809410-000000-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,5000,2021
5327,1000-80-80-8090-809010-000000-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,4591,2021
5328,1000-80-80-8090-809011-000000-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,4000,2021
5329,1000-80-80-8090-809012-000000-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,3500,2021
5330,1000-80-80-8090-809016-000000-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,3350,2021
5331,1000-80-80-8040-801580-804016-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,2010,2021
5332,1000-80-80-8060-800810-000000-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,1250,2021
5333,1000-80-80-8090-809018-000000-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,500,2021
5334,1000-80-80-8045-804770-804012-000-522250,1000,1000 General Fund,80,80 General Services,522250,522250 Technology Services,167,2021
5335,1000-30-30-3020-302043-000000-000-522270,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522270,522270 Software Maintenance Support,2221429,2021
5336,1000-30-30-3030-303024-000000-000-522270,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522270,522270 Software Maintenance Support,65880,2021
5337,1000-30-30-3020-302051-000000-000-522270,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522270,522270 Software Maintenance Support,5000,2021
5338,1000-30-30-3030-303011-000000-000-522270,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522270,522270 Software Maintenance Support,4000,2021
5339,6100-41-41-4140-414030-000000-000-522270,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522270,522270 Software Maintenance Support,93600,2021
5340,6200-70-00-7010-701012-000000-000-522290,6200,6200 WS Operating,70,70 Charlotte Water,522290,522290 Computer Hardware,1000,2021
5341,1000-18-11-1830-183010-000000-000-522490,1000,1000 General Fund,18,18 Innovation and Technology,522490,522490 Other Materials/Supplies,897,2021
5342,1000-18-11-1860-186020-000000-000-522490,1000,1000 General Fund,18,18 Innovation and Technology,522490,522490 Other Materials/Supplies,897,2021
5343,1000-18-13-1810-181060-000000-000-522490,1000,1000 General Fund,18,18 Innovation and Technology,522490,522490 Other Materials/Supplies,897,2021
5344,1000-18-13-1810-181010-000000-000-522490,1000,1000 General Fund,18,18 Innovation and Technology,522490,522490 Other Materials/Supplies,672,2021
5345,1000-18-13-1810-181040-000000-000-522490,1000,1000 General Fund,18,18 Innovation and Technology,522490,522490 Other Materials/Supplies,448,2021
5346,7100-19-00-1960-000000-196010-000-522490,7100,7100 Risk Mgmt Operating,19,19 Finance,522490,522490 Other Materials/Supplies,15000,2021
5347,1000-21-13-2100-000000-000000-000-522490,1000,1000 General Fund,21,21 Community Relations,522490,522490 Other Materials/Supplies,90,2021
5348,1000-31-30-3130-000000-000000-000-522490,1000,1000 General Fund,31,31 Fire,522490,522490 Other Materials/Supplies,121841,2021
5349,1000-31-30-3160-000000-000000-000-522490,1000,1000 General Fund,31,31 Fire,522490,522490 Other Materials/Supplies,50028,2021
5350,1000-31-30-3120-000000-000000-000-522490,1000,1000 General Fund,31,31 Fire,522490,522490 Other Materials/Supplies,8966,2021
5351,6000-40-40-4030-403050-000000-985-522490,6000,6000 Airport Operating,40,40 Aviation,522490,522490 Other Materials/Supplies,80000,2021
5352,6000-40-40-4040-404040-000000-985-522490,6000,6000 Airport Operating,40,40 Aviation,522490,522490 Other Materials/Supplies,34000,2021
5353,6100-41-41-4150-415012-000000-000-522490,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522490,522490 Other Materials/Supplies,70000,2021
5354,6100-41-41-4160-416013-000000-000-522490,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522490,522490 Other Materials/Supplies,40000,2021
5355,6100-41-41-4150-415010-000000-000-522490,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522490,522490 Other Materials/Supplies,5100,2021
5356,6100-41-41-4120-412020-000000-000-522490,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522490,522490 Other Materials/Supplies,5000,2021
5357,6100-41-41-4140-414010-000000-000-522490,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522490,522490 Other Materials/Supplies,4000,2021
5358,6100-41-41-4150-415011-000000-000-522490,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522490,522490 Other Materials/Supplies,2500,2021
5359,6100-41-41-4130-413001-000000-000-522490,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522490,522490 Other Materials/Supplies,2000,2021
5360,6100-41-41-4160-416010-000000-000-522490,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522490,522490 Other Materials/Supplies,2000,2021
5361,6100-41-41-4150-415050-000000-000-522490,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522490,522490 Other Materials/Supplies,1000,2021
5362,6100-41-41-4190-419010-000000-000-522490,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522490,522490 Other Materials/Supplies,700,2021
5363,6100-41-41-4140-414020-000000-000-522490,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522490,522490 Other Materials/Supplies,500,2021
5364,6100-41-41-4110-411020-000000-000-522490,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522490,522490 Other Materials/Supplies,400,2021
5365,1000-42-42-4210-422850-000000-000-522490,1000,1000 General Fund,42,42 Transportation,522490,522490 Other Materials/Supplies,11655,2021
5366,1000-42-42-4230-428350-000000-000-522490,1000,1000 General Fund,42,42 Transportation,522490,522490 Other Materials/Supplies,10310,2021
5367,1000-42-42-4270-420790-000000-000-522490,1000,1000 General Fund,42,42 Transportation,522490,522490 Other Materials/Supplies,8966,2021
5368,1000-42-42-4270-426550-000000-000-522490,1000,1000 General Fund,42,42 Transportation,522490,522490 Other Materials/Supplies,8966,2021
5369,1000-42-42-4270-428850-000000-000-522490,1000,1000 General Fund,42,42 Transportation,522490,522490 Other Materials/Supplies,8966,2021
5370,1000-42-42-4220-428890-000000-000-522490,1000,1000 General Fund,42,42 Transportation,522490,522490 Other Materials/Supplies,897,2021
5371,1000-42-42-4260-421775-000000-000-522490,1000,1000 General Fund,42,42 Transportation,522490,522490 Other Materials/Supplies,897,2021
5372,1000-42-42-4270-427010-000000-000-522490,1000,1000 General Fund,42,42 Transportation,522490,522490 Other Materials/Supplies,897,2021
5373,1000-42-42-4220-424680-000000-000-522490,1000,1000 General Fund,42,42 Transportation,522490,522490 Other Materials/Supplies,448,2021
5374,1000-42-42-4260-426950-000000-000-522490,1000,1000 General Fund,42,42 Transportation,522490,522490 Other Materials/Supplies,179,2021
5375,1000-42-42-4230-428360-000000-000-522490,1000,1000 General Fund,42,42 Transportation,522490,522490 Other Materials/Supplies,90,2021
5376,1000-42-42-4260-421150-000000-000-522490,1000,1000 General Fund,42,42 Transportation,522490,522490 Other Materials/Supplies,90,2021
5377,1000-42-42-4230-423570-000000-000-522490,1000,1000 General Fund,42,42 Transportation,522490,522490 Other Materials/Supplies,89,2021
5378,1000-50-50-5060-000000-000000-000-522490,1000,1000 General Fund,50,50 Solid Waste Services,522490,522490 Other Materials/Supplies,1144,2021
5379,1000-60-61-6015-000000-000000-000-522490,1000,1000 General Fund,60,"60 Planning, Design & Development",522490,522490 Other Materials/Supplies,6276,2021
5380,1000-60-61-6025-000000-000000-000-522490,1000,1000 General Fund,60,"60 Planning, Design & Development",522490,522490 Other Materials/Supplies,5246,2021
5381,1000-60-61-6010-000000-000000-000-522490,1000,1000 General Fund,60,"60 Planning, Design & Development",522490,522490 Other Materials/Supplies,4483,2021
5382,1000-60-61-6070-000000-000000-000-522490,1000,1000 General Fund,60,"60 Planning, Design & Development",522490,522490 Other Materials/Supplies,2241,2021
5383,1000-61-61-6140-000000-000000-000-522490,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522490,522490 Other Materials/Supplies,22009,2021
5384,1000-61-61-6110-000000-000000-000-522490,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522490,522490 Other Materials/Supplies,5634,2021
5385,1000-61-61-6130-000000-000000-000-522490,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522490,522490 Other Materials/Supplies,2017,2021
5386,1000-61-61-6170-000000-000000-000-522490,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522490,522490 Other Materials/Supplies,224,2021
5387,1000-61-61-6160-000000-000000-000-522490,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522490,522490 Other Materials/Supplies,90,2021
5388,1000-62-61-6250-000000-000000-000-522490,1000,1000 General Fund,62,62 Economic Development,522490,522490 Other Materials/Supplies,14076,2021
5389,6200-70-00-7030-703010-000000-000-522490,6200,6200 WS Operating,70,70 Charlotte Water,522490,522490 Other Materials/Supplies,50278,2021
5390,6200-70-00-7010-701020-000000-000-522490,6200,6200 WS Operating,70,70 Charlotte Water,522490,522490 Other Materials/Supplies,45600,2021
5391,6200-70-00-7030-703035-000000-000-522490,6200,6200 WS Operating,70,70 Charlotte Water,522490,522490 Other Materials/Supplies,20436,2021
5392,6200-70-00-7010-701016-000000-000-522490,6200,6200 WS Operating,70,70 Charlotte Water,522490,522490 Other Materials/Supplies,11500,2021
5393,6200-70-00-7060-706000-000000-000-522490,6200,6200 WS Operating,70,70 Charlotte Water,522490,522490 Other Materials/Supplies,5000,2021
5394,6200-70-00-7010-701025-000000-000-522490,6200,6200 WS Operating,70,70 Charlotte Water,522490,522490 Other Materials/Supplies,4500,2021
5395,6200-70-00-7020-702010-000000-000-522490,6200,6200 WS Operating,70,70 Charlotte Water,522490,522490 Other Materials/Supplies,4228,2021
5396,6200-70-72-7080-708060-000000-000-522490,6200,6200 WS Operating,70,70 Charlotte Water,522490,522490 Other Materials/Supplies,3000,2021
5397,6200-70-00-7010-701011-000000-000-522490,6200,6200 WS Operating,70,70 Charlotte Water,522490,522490 Other Materials/Supplies,2750,2021
5398,6200-70-00-7030-703015-000000-000-522490,6200,6200 WS Operating,70,70 Charlotte Water,522490,522490 Other Materials/Supplies,2500,2021
5399,6200-70-00-7010-701010-000000-000-522490,6200,6200 WS Operating,70,70 Charlotte Water,522490,522490 Other Materials/Supplies,2000,2021
5400,6200-70-00-7010-701014-000000-000-522490,6200,6200 WS Operating,70,70 Charlotte Water,522490,522490 Other Materials/Supplies,1500,2021
5401,6200-70-00-7080-708010-000000-000-522490,6200,6200 WS Operating,70,70 Charlotte Water,522490,522490 Other Materials/Supplies,1000,2021
5402,6200-70-72-7040-704088-000000-000-522490,6200,6200 WS Operating,70,70 Charlotte Water,522490,522490 Other Materials/Supplies,1000,2021
5403,6200-70-71-7070-707087-000000-000-522490,6200,6200 WS Operating,70,70 Charlotte Water,522490,522490 Other Materials/Supplies,500,2021
5404,6200-70-72-7040-704089-000000-000-522490,6200,6200 WS Operating,70,70 Charlotte Water,522490,522490 Other Materials/Supplies,500,2021
5405,6300-80-51-8070-807010-000000-000-522490,6300,6300 SW Operating,80,80 General Services,522490,522490 Other Materials/Supplies,35000,2021
5406,1000-80-80-8040-801580-804016-000-522490,1000,1000 General Fund,80,80 General Services,522490,522490 Other Materials/Supplies,2917,2021
5407,6300-80-51-8070-809680-000000-000-522490,6300,6300 SW Operating,80,80 General Services,522490,522490 Other Materials/Supplies,1000,2021
5408,1000-00-80-9084-904005-000000-000-522500,1000,1000 General Fund,0,00 Non Department,522500,522500 Telecommunications,4700,2021
5409,1000-10-13-1010-000000-000000-000-522500,1000,1000 General Fund,10,10 Mayor & City Council,522500,522500 Telecommunications,14400,2021
5410,1000-11-13-1110-111010-000000-000-522500,1000,1000 General Fund,11,11 City Manager,522500,522500 Telecommunications,12000,2021
5411,1000-12-13-1200-000000-000000-000-522500,1000,1000 General Fund,12,12 City Clerk,522500,522500 Telecommunications,3500,2021
5412,1000-13-13-1300-000000-000000-000-522500,1000,1000 General Fund,13,13 City Attorney,522500,522500 Telecommunications,14000,2021
5413,1000-14-13-1400-000000-000000-000-522500,1000,1000 General Fund,14,14 Budget & Evaluation,522500,522500 Telecommunications,8597,2021
5414,1000-17-13-1710-000000-000000-000-522500,1000,1000 General Fund,17,17 Human Resources,522500,522500 Telecommunications,8569,2021
5415,1000-17-13-1730-000000-000000-000-522500,1000,1000 General Fund,17,17 Human Resources,522500,522500 Telecommunications,6600,2021
5416,1000-17-13-1740-000000-000000-000-522500,1000,1000 General Fund,17,17 Human Resources,522500,522500 Telecommunications,3500,2021
5417,1000-17-13-1720-000000-000000-000-522500,1000,1000 General Fund,17,17 Human Resources,522500,522500 Telecommunications,1700,2021
5418,1000-18-13-1810-181020-000000-000-522500,1000,1000 General Fund,18,18 Innovation and Technology,522500,522500 Telecommunications,1625904,2021
5419,1000-18-11-1830-183040-000000-000-522500,1000,1000 General Fund,18,18 Innovation and Technology,522500,522500 Telecommunications,1459116,2021
5420,1000-18-11-1830-183010-000000-000-522500,1000,1000 General Fund,18,18 Innovation and Technology,522500,522500 Telecommunications,175000,2021
5421,1000-18-11-1840-184010-000000-000-522500,1000,1000 General Fund,18,18 Innovation and Technology,522500,522500 Telecommunications,20000,2021
5422,1000-18-13-1820-182010-000000-000-522500,1000,1000 General Fund,18,18 Innovation and Technology,522500,522500 Telecommunications,10000,2021
5423,1000-18-13-1810-181010-000000-000-522500,1000,1000 General Fund,18,18 Innovation and Technology,522500,522500 Telecommunications,7500,2021
5424,1000-18-11-1830-183020-000000-000-522500,1000,1000 General Fund,18,18 Innovation and Technology,522500,522500 Telecommunications,6500,2021
5425,1000-18-11-1860-186030-000000-000-522500,1000,1000 General Fund,18,18 Innovation and Technology,522500,522500 Telecommunications,4100,2021
5426,1000-18-13-1820-182050-000000-000-522500,1000,1000 General Fund,18,18 Innovation and Technology,522500,522500 Telecommunications,2037,2021
5427,1000-18-11-1850-185030-000000-000-522500,1000,1000 General Fund,18,18 Innovation and Technology,522500,522500 Telecommunications,1171,2021
5428,1000-18-11-1850-185010-000000-000-522500,1000,1000 General Fund,18,18 Innovation and Technology,522500,522500 Telecommunications,1000,2021
5429,1000-18-11-1860-186020-000000-000-522500,1000,1000 General Fund,18,18 Innovation and Technology,522500,522500 Telecommunications,1000,2021
5430,1000-18-13-1810-181050-000000-000-522500,1000,1000 General Fund,18,18 Innovation and Technology,522500,522500 Telecommunications,1000,2021
5431,1000-18-13-1810-181060-000000-000-522500,1000,1000 General Fund,18,18 Innovation and Technology,522500,522500 Telecommunications,1000,2021
5432,1000-18-13-1810-181040-000000-000-522500,1000,1000 General Fund,18,18 Innovation and Technology,522500,522500 Telecommunications,600,2021
5433,1000-18-13-1860-186020-000000-000-522500,1000,1000 General Fund,18,18 Innovation and Technology,522500,522500 Telecommunications,468,2021
5434,1000-19-11-1945-000000-000000-000-522500,1000,1000 General Fund,19,19 Finance,522500,522500 Telecommunications,12366,2021
5435,1000-19-11-1941-000000-000000-000-522500,1000,1000 General Fund,19,19 Finance,522500,522500 Telecommunications,12350,2021
5436,7100-19-00-1960-000000-000000-000-522500,7100,7100 Risk Mgmt Operating,19,19 Finance,522500,522500 Telecommunications,12000,2021
5437,1000-19-11-1943-000000-000000-000-522500,1000,1000 General Fund,19,19 Finance,522500,522500 Telecommunications,7062,2021
5438,7100-19-00-1960-000000-196010-000-522500,7100,7100 Risk Mgmt Operating,19,19 Finance,522500,522500 Telecommunications,5000,2021
5439,1000-19-11-1946-000000-000000-000-522500,1000,1000 General Fund,19,19 Finance,522500,522500 Telecommunications,4400,2021
5440,1000-19-11-1942-000000-000000-000-522500,1000,1000 General Fund,19,19 Finance,522500,522500 Telecommunications,3645,2021
5441,1000-19-11-1947-000000-000000-000-522500,1000,1000 General Fund,19,19 Finance,522500,522500 Telecommunications,2500,2021
5442,1000-20-13-2010-000000-000000-000-522500,1000,1000 General Fund,20,20 Charlotte Communications,522500,522500 Telecommunications,27580,2021
5443,1000-20-13-2020-000000-000000-000-522500,1000,1000 General Fund,20,20 Charlotte Communications,522500,522500 Telecommunications,7000,2021
5444,1000-21-13-2100-000000-000000-000-522500,1000,1000 General Fund,21,21 Community Relations,522500,522500 Telecommunications,4200,2021
5445,1000-22-13-2200-000000-000000-000-522500,1000,1000 General Fund,22,22 Internal Audit,522500,522500 Telecommunications,1525,2021
5446,1000-30-30-3020-302043-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,600000,2021
5447,1000-30-30-3020-302041-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,70000,2021
5448,1000-30-30-3060-306042-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,30000,2021
5449,1000-30-30-3030-303011-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,27500,2021
5450,1000-30-30-3050-305001-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,13120,2021
5451,1000-30-30-3050-305022-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,12000,2021
5452,1000-30-30-3050-305024-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,9900,2021
