X,Y,OBJECTID,CRSH_ID,DATE_VAL_Y,DATE_VAL_M,DATE_VAL_1,DATE_VAL_D,DAY_OF_WEE,DAY_OF_W_1,MILT_TIME,CASE_NUM,CRSH_TYPE_,CRASH_TYPE,CRSH_LEVL,PRIMARY_CA,PRIMARY__1,SECONDARY_,SECONDARY1,LATITUDE,LONGITUDE,StreetID
1476641.64148101,543377.231481001,4221,915081,2018,10,October,27,7,Saturday,1912,20181027191200,14,Pedestrian,1,8,Failure to reduce speed,0, ,35.230342,-80.752675,
1440807.431481,553008.139606014,4222,1067597,2020,10,October,17,7,Saturday,223,20201017022300,1,Ran off road right,2,14,Overcorrected/oversteered,0, ,35.255002,-80.873261,
1447609.761481,540751.775231004,4223,849484,2017,10,October,25,4,Wednesday,529,20171025052900,13,Other non-collision*,2,33,Unable to determine,0, ,35.221682,-80.849714,
1480797.50210601,574200.025856003,4224,886371,2018,5,May,19,7,Saturday,1840,20180519184000,26,"Right turn, different roadways",2,20,Inattention,0, ,35.31522,-80.74057,
1434659.09898101,586544.728981003,4225,813418,2017,1,January,20,6,Friday,2310,20170120231000,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.346811,-80.895998,
1409762.68585601,511743.449606001,4226,925406,2018,11,November,18,1,Sunday,207,20181118020700,6,Crossed centerline/median,1,6,Exceeded authorized speed limit,0, ,35.139988,-80.974483,
1475337.773981,520622.242731005,4227,914076,2018,10,October,31,4,Wednesday,1432,20181031143200,21,"Rear end, slow or stop",2,25,Followed too closely,0, ,35.167765,-80.755693,
1449666.840231,547711.197731003,4228,984280,2019,10,October,22,3,Tuesday,2050,20191022205000,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.240906,-80.84326,
1469336.58523101,516350.083981007,4229,968154,2019,4,April,8,2,Monday,1624,20190408162400,24,"Left turn, different roadways",1,19,Failed to yield right of way,0, ,35.155735,-80.775515,
1484455.86710601,533237.948356003,4230,1061633,2020,8,August,27,5,Thursday,2316,20200827231600,14,Pedestrian,1,6,Exceeded authorized speed limit,0, ,35.202863,-80.725921,
1464222.88085601,556190.430856004,4231,844434,2017,8,August,26,7,Saturday,1225,20170826122500,24,"Left turn, different roadways",1,19,Failed to yield right of way,0, ,35.264933,-80.795031,
1473514.34398101,536804.870856002,4232,910192,2018,10,October,10,4,Wednesday,1019,20181010101900,21,"Rear end, slow or stop",2,20,Inattention,0, ,35.212134,-80.762755,
1421615.17835601,510764.54960601,4233,992120,2019,12,December,20,6,Friday,1510,20191220151000,14,Pedestrian,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.13794,-80.93478,
1446590.26710601,559139.070231006,4234,1038797,2020,8,August,13,5,Thursday,2341,20200813234100,24,"Left turn, different roadways",2,30,Alcohol use,0, ,35.272143,-80.854277,
1437353.869606,547198.008356005,4235,1074167,2020,10,October,24,7,Saturday,1602,20201024160200,23,"Left turn, same roadway",1,6,Exceeded authorized speed limit,0, ,35.238861,-80.884458,
1454150.50398101,520869.160856009,4236,980867,2019,10,October,25,6,Friday,750,20191025075000,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.167393,-80.826592,
1439840.15835601,556473.965856001,4237,1040396,2020,4,April,6,2,Monday,106,20200406010600,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.264473,-80.87672,
1496305.59460601,535987.012106001,4238,772322,2016,7,July,13,4,Wednesday,2140,20160713214400,20,Parked motor vehicle,2,14,Overcorrected/oversteered,0, ,35.210975,-80.686415,
1473385.79898101,528944.010231003,4239,755412,2016,3,March,17,5,Thursday,16,20160317001600,13,Other non-collision*,2,33,Unable to determine,4,"Work zone (construction, maintenance, utility)",35.190532,-80.762718,
1451643.54585601,539880.978356004,4240,751284,2016,2,February,16,3,Tuesday,512,20160216051200,24,"Left turn, different roadways",2,4,Disregarded traffic signals,0, ,35.2194955,-80.8361558,
1428318.55023101,543492.732731014,4241,935858,2019,3,March,1,6,Friday,1117,20190301111700,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.228207,-80.914473,
1444917.50710601,551689.218356013,4242,797826,2016,12,December,28,4,Wednesday,131,20161228013100,2,Ran off road left,2,32,Other*,0, ,35.251591,-80.859413,
1436111.540856,549851.968356013,4243,906379,2018,9,September,1,7,Saturday,1518,20180901151800,47,Median barrier end (non-guardrail),1,20,Inattention,0, ,35.246087,-80.888787,
1434075.99023101,526714.595856011,4244,991123,2019,6,June,20,5,Thursday,1959,20190620195900,28,"Sideswipe, same direction",1,0,No contributing circumstance indicated,0, ,35.182418,-80.894125,
1450891.495231,491531.063356012,4245,863559,2016,11,November,20,1,Sunday,1200,20161120120000,2,Ran off road left,2,6,Exceeded authorized speed limit,0, ,35.086629,-80.83568,
1437617.60898101,541785.261481002,4246,812121,2016,10,October,22,7,Saturday,1855,20161022185500,14,Pedestrian,1,6,Exceeded authorized speed limit,0, ,35.224005,-80.883231,
1425334.16023101,543984.932106003,4247,760871,2016,3,March,4,6,Friday,1601,20160304160400,23,"Left turn, same roadway",1,4,Disregarded traffic signals,0, ,35.2294006,-80.9244967,
1416046.67085601,550176.148356006,4248,757254,2016,3,March,31,5,Thursday,1002,20160331100200,1,Ran off road right,2,6,Exceeded authorized speed limit,0, ,35.24591,-80.956,
1470093.916481,532677.750231013,4249,1056872,2020,7,July,15,4,Wednesday,1507,20200715150700,1,Ran off road right,1,32,Other*,0, ,35.200791,-80.773771,
1426954.58335601,544209.968981013,4250,970514,2019,9,September,10,3,Tuesday,736,20190910073600,28,"Sideswipe, same direction",2,20,Inattention,0, ,35.230105,-80.919086,
1451825.652731,527483.765231013,4251,935077,2018,4,April,21,7,Saturday,1054,20180421105400,15,Pedalcyclist,1,19,Failed to yield right of way,0, ,35.185447,-80.834779,
1440224.649606,536533.495231003,4252,915787,2018,11,November,11,1,Sunday,1340,20191111134000,20,Parked motor vehicle,2,0,No contributing circumstance indicated,0, ,35.209713,-80.874171,
1441679.50210601,535070.776481003,4253,817354,2017,2,February,1,4,Wednesday,7,20170201000700,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.20577,-80.869209,
1449271.293981,533281.290231004,4254,985447,2019,11,November,21,5,Thursday,1335,20191121133500,14,Pedestrian,2,8,Failure to reduce speed,0, ,35.201244,-80.843687,
1472923.67148101,561446.75335601,4255,811066,2017,3,March,20,2,Monday,1027,20170320102700,25,"Right turn, same roadway",2,19,Failed to yield right of way,0, ,35.279802,-80.7662,
1446057.247106,567046.632731006,4256,1052349,2020,10,October,17,7,Saturday,344,20201017034400,2,Ran off road left,2,33,Unable to determine,0, ,35.293839,-80.856558,
1464585.89585601,561706.217731014,4257,787563,2016,10,October,29,7,Saturday,240,20161029024600,31,Backing up,2,0,No contributing circumstance indicated,0, ,35.280104,-80.794149,
1424730.67710601,557242.546481013,4258,772123,2016,6,June,30,5,Thursday,1807,20160630180700,27,Head on,2,11,Crossed centerline/going wrong way,0,None (no unusual conditions),35.265789,-80.9273791,
1463944.602106,566101.563981012,4259,1032440,2020,7,July,6,2,Monday,1132,20200706113200,21,"Rear end, slow or stop",2,20,Inattention,0, ,35.292147,-80.796564,
1463713.86023101,515678.057731003,4260,934844,2019,2,February,22,6,Friday,1330,20190222133000,21,"Rear end, slow or stop",2,19,Failed to yield right of way,0, ,35.153611,-80.794283,
1484098.070856,517336.760856003,4261,835865,2017,8,August,7,2,Monday,1852,20170807185200,2,Ran off road left,2,34,Unknown,0, ,35.159161,-80.726193,
1445981.51460601,562295.507106006,4262,1024498,2020,6,June,7,1,Sunday,2253,20200607225300,21,"Rear end, slow or stop",2,0,No contributing circumstance indicated,0, ,35.280783,-80.856514,
1465241.03398101,549166.017731011,4263,912020,2018,8,August,26,1,Sunday,429,20180826042900,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.245686,-80.791196,
1435664.479606,533157.12835601,4264,988569,2019,12,December,5,5,Thursday,2239,20191204223900,24,"Left turn, different roadways",2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.2002,-80.88922,
1446870.98710601,541323.939606011,4265,781346,2016,6,June,9,5,Thursday,2125,20160609212500,2,Ran off road left,1,12,Improper lane change,0, ,35.223216,-80.852223,
1436840.31648101,551336.745856002,4266,994032,2019,12,December,27,6,Friday,1740,20191227174000,15,Pedalcyclist,1,0, ,0, ,35.250204,-80.886441,
1478190.448981,571100.840231001,4267,812589,2016,12,December,5,2,Monday,2116,20161205211600,21,"Rear end, slow or stop",1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.30658,-80.749125,
1446912.106481,524852.965231001,4268,934178,2019,2,February,18,2,Monday,1444,20190218144400,27,Head on,2,11,Crossed centerline/going wrong way,0, ,35.177969,-80.851057,
1475132.37523101,523676.185856014,4269,803139,2017,2,February,2,5,Thursday,1345,20170202134500,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.176145,-80.756561,
1424066.962106,502635.879606009,4270,768608,2016,6,June,17,6,Friday,104,20160617010400,19,Fixed object,2,5,Disregarded road markings,0, ,35.11574,-80.926053,
1434633.966481,549835.712731004,4271,827296,2017,6,June,18,1,Sunday,2331,20170618233100,14,Pedestrian,1,0, ,0, ,35.245965,-80.893734,
1476935.20585601,523527.493356004,4272,1007308,2020,3,March,7,7,Saturday,1628,20200307162800,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.175824,-80.75052,
1478380.47585601,550960.772106007,4273,743782,2016,1,January,7,5,Thursday,809,20160107080900,30,Angle,2,4,Disregarded traffic signals,0, ,35.25126,-80.7473,
1438292.852106,557281.156481013,4274,801580,2017,1,January,11,4,Wednesday,1854,20170111185400,23,"Left turn, same roadway",2,4,Disregarded traffic signals,0, ,35.26661,-80.881954,
1436132.18898101,552851.398356006,4275,981151,2019,10,October,30,4,Wednesday,2015,20191030201500,14,Pedestrian,2,0, ,0, ,35.254328,-80.888909,
1421790.60773101,511542.294606,4276,893337,2018,7,July,1,1,Sunday,1500,20180701150000,26,"Right turn, different roadways",2,20,Inattention,0, ,35.140086,-80.934244,
1446449.27335601,560284.335231006,4277,805715,2016,10,October,21,6,Friday,2009,20161021200900,1,Ran off road right,1,11,Crossed centerline/going wrong way,0, ,35.275282,-80.854821,
1443676.17773101,542044.76898101,4278,970845,2019,7,July,14,1,Sunday,241,20190714024100,2,Ran off road left,1,33,Unable to determine,0, ,35.225032,-80.862964,
1434370.76898101,563481.043356001,4279,962505,2019,7,July,3,4,Wednesday,758,20190703075800,27,Head on,1,11,Crossed centerline/going wrong way,0,None (no unusual conditions),35.283437,-80.895488,
1468842.64210601,600989.277731001,4280,793521,2016,11,November,6,1,Sunday,2147,20161106214700,14,Pedestrian,2,30,Alcohol use,0, ,35.388232,-80.782251,
1412661.544606,566502.312106013,4281,1042572,2020,8,August,21,6,Friday,2112,20200821211200,14,Pedestrian,1,19,Failed to yield right of way,0, ,35.290576,-80.96842,
1403737.92148101,497395.132731006,4282,884347,2018,2,February,26,2,Monday,407,20180226040700,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.10024,-80.993668,
1470743.68648101,537631.348981008,4283,1039601,2020,8,August,9,1,Sunday,2335,20200809233500,23,"Left turn, same roadway",2,11,Crossed centerline/going wrong way,0, ,35.214269,-80.772079,
1430814.494606,522114.058356002,4284,1032834,2020,6,June,15,2,Monday,2125,20200615212500,27,Head on,1,11,Crossed centerline/going wrong way,0, ,35.169608,-80.904743,
1423750.81710601,503822.128981009,4285,1062866,2020,8,August,8,7,Saturday,604,20200808060400,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.118982,-80.927187,
1471641.243356,565773.245856002,4286,804527,2017,2,February,12,1,Sunday,1128,20170212112800,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.291625,-80.770755,
1490636.18960601,540403.803356007,4287,890224,2018,5,May,9,4,Wednesday,1324,20180509132400,27,Head on,1,11,Crossed centerline/going wrong way,0, ,35.222843,-80.705647,
1439169.71773101,555753.89335601,4288,847829,2017,8,August,11,6,Friday,303,20170811030300,14,Pedestrian,1,0, ,0, ,35.26246,-80.87892,
1467676.52023101,553620.177106008,4289,832926,2017,7,July,20,5,Thursday,1758,20170720175800,24,"Left turn, different roadways",2,0,No contributing circumstance indicated,0, ,35.258043,-80.783308,
1459422.00648101,559430.676481009,4290,939109,2019,3,March,20,4,Wednesday,355,20190320035600,14,Pedestrian,2,20,Inattention,0, ,35.273595,-80.81131,
1460905.24960601,537649.582731009,4291,909781,2018,10,October,7,1,Sunday,2156,20181007215600,20,Parked motor vehicle,2,20,Inattention,0, ,35.213663,-80.805173,
1485473.57648101,511673.490231007,4292,989299,2019,8,August,25,1,Sunday,158,20190825015800,21,"Rear end, slow or stop",1,30,Alcohol use,0, ,35.143668,-80.721263,
1471280.75023101,544980.250231013,4293,878449,2018,1,January,20,7,Saturday,613,20180120061300,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.234313,-80.770685,
1506144.215856,546176.787731007,4294,1021165,2020,5,May,18,2,Monday,2024,20200518202400,1,Ran off road right,1,7,Exceeded safe speed for conditions,0, ,35.239424,-80.654049,
1430651.68710601,553415.585856006,4295,844113,2017,9,September,2,7,Saturday,1633,20170902163300,24,"Left turn, different roadways",2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.25559,-80.9073,
1472592.67398101,527427.848981008,4296,906232,2018,9,September,14,6,Friday,1355,20180914135500,1,Ran off road right,2,0, ,0, ,35.186328,-80.765282,
1433323.09460601,523393.927106008,4297,809024,2017,2,February,6,2,Monday,1055,20170206105500,13,Other non-collision*,1,0,No contributing circumstance indicated,0, ,35.173256,-80.896432,
1446683.92023101,530546.632731006,4298,813956,2017,3,March,31,6,Friday,1629,20170331162900,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.193599,-80.852176,
1464753.95398101,560418.234606013,4299,1040824,2020,6,June,12,6,Friday,2310,20200612231000,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.276574,-80.793508,
1483241.09773101,512036.243356004,4300,872175,2017,12,December,5,3,Tuesday,1745,20171205174800,14,Pedestrian,1,6,Exceeded authorized speed limit,0, ,35.144558,-80.728751,
1452525.76710601,559642.138356,4301,804912,2016,9,September,28,4,Wednesday,1850,20160928185000,1,Ran off road right,1,30,Alcohol use,0, ,35.273828,-80.834425,
1446877.28648101,545550.685856014,4302,766758,2016,6,June,6,2,Monday,1536,20160606153700,23,"Left turn, same roadway",2,19,Failed to yield right of way,0,None (no unusual conditions),35.234828,-80.852466,
1456269.775856,586488.545856014,4303,881086,2018,4,April,19,5,Thursday,958,20180419095800,1,Ran off road right,2,20,Inattention,0, ,35.347769,-80.823535,
1409586.88023101,514989.570231006,4304,1018160,2020,5,May,1,6,Friday,1933,20200501193300,14,Pedestrian,2,0, ,0, ,35.148896,-80.975287,
1455720.69148101,592308.312106013,4305,869357,2018,2,February,16,6,Friday,2253,20180216225300,23,"Left turn, same roadway",2,20,Inattention,0, ,35.363729,-80.825735,
1425661.04835601,538970.652731001,4306,1010573,2020,3,March,23,2,Monday,1337,20200323133700,30,Angle,2,4,Disregarded traffic signals,0, ,35.215643,-80.923077,
1453454.83085601,543628.681481004,4307,755976,2016,3,March,21,2,Monday,1420,20160321142700,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0,None (no unusual conditions),35.2298831,-80.8303235,
1451216.11523101,559315.830231011,4308,764060,2016,4,April,30,7,Saturday,100,20160430010000,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.272865,-80.838792,
1483540.481481,528042.152106002,4309,799891,2017,1,January,12,5,Thursday,800,20170112080000,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.188545,-80.728682,
1484938.243981,524525.288356006,4310,901951,2018,6,June,4,2,Monday,2151,20180604215100,14,Pedestrian,1,0, ,0, ,35.17895,-80.7238,
1465670.294606,573135.423356012,4311,964860,2019,8,August,11,1,Sunday,1513,20190811151300,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.311556,-80.791207,
1427312.86335601,544033.04960601,4312,1012140,2019,12,December,13,6,Friday,652,20191213065200,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.229638,-80.917875,
1487378.13960601,549371.043981001,4313,965744,2019,8,August,15,5,Thursday,1035,20190815103600,1,Ran off road right,2,6,Exceeded authorized speed limit,0, ,35.247324,-80.717074,
1447062.06710601,520135.575856,4314,1048794,2020,10,October,2,6,Friday,1134,20201002113400,30,Angle,2,4,Disregarded traffic signals,0, ,35.165017,-80.850261,
1421935.30398101,514594.970231012,4315,748970,2016,1,January,26,3,Tuesday,715,20160126071500,1,Ran off road right,2,0,No contributing circumstance indicated,0, ,35.14848,-80.933959,
1474194.027106,536589.33148101,4316,758102,2016,2,February,29,2,Monday,236,20160229023600,14,Pedestrian,1,0, ,0, ,35.211575,-80.760467,
1473277.03585601,530862.039606005,4317,882273,2018,4,April,26,5,Thursday,1920,20180426192200,14,Pedestrian,2,0, ,0, ,35.195796,-80.763196,
1468718.150231,496459.928356007,4318,866815,2017,10,October,2,2,Monday,1550,20171002155200,14,Pedestrian,1,35,"Driver distracted by electronic communication device (cell phone, texting, etc.",0, ,35.101061,-80.776393,
1438196.17835601,510405.937731013,4319,1051718,2020,9,September,6,1,Sunday,426,20200906042600,27,Head on,1,0,No contributing circumstance indicated,0, ,35.13783,-80.879305,
1404927.67585601,488721.994606003,4320,779484,2016,8,August,14,1,Sunday,330,20160814033000,1,Ran off road right,1,30,Alcohol use,0, ,35.076479,-80.98911,
1413304.997106,530237.475856006,4321,1067591,2020,8,August,6,5,Thursday,655,20200806065500,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.190987,-80.96386,
1451894.977731,565495.805856004,4322,1001289,2020,2,February,6,5,Thursday,1935,20200206193500,2,Ran off road left,2,7,Exceeded safe speed for conditions,0, ,35.289877,-80.836901,
1425953.24085601,549504.995856002,4323,750741,2016,1,January,26,3,Tuesday,930,20160126093000,31,Backing up,1,20,Inattention,0, ,35.244598,-80.922782,
1418433.30148101,505666.542106003,4324,979128,2019,3,March,30,7,Saturday,1354,20190330135400,6,Crossed centerline/median,1,11,Crossed centerline/going wrong way,0, ,35.123764,-80.945087,
1446571.39210601,556706.374606013,4325,961197,2019,7,July,18,5,Thursday,757,20190718075700,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.265459,-80.854188,
1475325.542731,564881.091481,4326,1037170,2020,8,August,2,1,Sunday,438,20200802081400,14,Pedestrian,2,0, ,0, ,35.289354,-80.758357,
1446625.823356,558070.03398101,4327,886087,2018,3,March,18,1,Sunday,237,20180318023900,14,Pedestrian,1,0, ,0, ,35.269208,-80.854091,
1464040.917731,548043.994606003,4328,871824,2018,2,February,17,7,Saturday,2135,20180217213500,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.242544,-80.795147,
1433427.47335601,514131.943981007,4329,834684,2017,7,July,22,7,Saturday,1230,20170722123100,1,Ran off road right,2,0, ,0, ,35.147817,-80.895491,
1440506.55210601,539455.532731012,4330,1004775,2019,8,August,11,1,Sunday,1957,20190811195700,1,Ran off road right,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.217755,-80.873412,
1440231.09898101,536511.168981001,4331,1032899,2020,7,July,16,5,Thursday,1832,20200716183200,1,Ran off road right,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.209652,-80.874148,
1435971.28898101,534144.307106003,4332,754084,2016,2,February,29,2,Monday,1614,20160229161400,2,Ran off road left,1,32,Other*,0, ,35.202928,-80.888256,
1460140.30460601,538158.883356005,4333,894193,2018,7,July,2,2,Monday,2132,20180702213200,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.215226,-80.807415,
1425087.214606,547734.110856012,4334,867374,2017,4,April,30,1,Sunday,1544,20170430154400,15,Pedalcyclist,1,0,No contributing circumstance indicated,0, ,35.239687,-80.925567,
1464194.53148101,554903.452731013,4335,882014,2018,4,April,23,2,Monday,1845,20180424184500,14,Pedestrian,2,7,Exceeded safe speed for conditions,0, ,35.261396,-80.795048,
1450341.79835601,545588.152731001,4336,1018555,2020,5,May,6,4,Wednesday,1426,20200506142600,28,"Sideswipe, same direction",2,10,Right turn on red,0, ,35.235108,-80.840868,
1480798.95523101,574197.81585601,4337,996968,2020,1,January,17,6,Friday,1456,20200117145600,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.315214,-80.740565,
1452845.197731,576861.61210601,4338,769111,2016,6,June,14,3,Tuesday,2059,20160614205900,1,Ran off road right,2,20,Inattention,0, ,35.321149,-80.834421,
1450309.19085601,543282.404606014,4339,870559,2018,2,February,24,7,Saturday,148,20180224014800,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.228772,-80.840834,
1467823.79585601,553657.936481014,4340,1032639,2020,5,May,26,3,Tuesday,1118,20200526111900,14,Pedestrian,1,0, ,0, ,35.258154,-80.782817,
1424610.435231,552109.718356013,4341,966556,2019,8,August,20,3,Tuesday,1626,20190820162600,1,Ran off road right,2,34,Unknown,0, ,35.251682,-80.927448,
1476195.807106,518718.983356014,4342,784913,2016,4,April,19,3,Tuesday,1331,20160419133100,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.1625779,-80.7527099,
1418966.653981,546295.130856007,4343,865822,2018,1,January,28,1,Sunday,700,20180128070000,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.235406,-80.945967,
1471227.758356,539497.685856014,4344,1006746,2019,12,December,14,7,Saturday,1139,20191214113900,1,Ran off road right,2,30,Alcohol use,0, ,35.21942,-80.77057,
1446007.481481,538097.119606003,4345,820634,2017,5,May,10,4,Wednesday,826,20170510082600,23,"Left turn, same roadway",2,32,Other*,0, ,35.214307,-80.854912,
1423249.15710601,555010.813356012,4346,764823,2016,5,May,23,2,Monday,23,20160523002300,27,Head on,2,15,Passed stopped school bus,0, ,35.259579,-80.932196,
1444435.119606,578841.22210601,4347,1025161,2020,6,June,12,6,Friday,1041,20200612104100,14,Pedestrian,2,20,Inattention,0, ,35.326157,-80.862735,
1447826.684606,555404.184606001,4348,1024109,2020,5,May,29,6,Friday,920,20200529092000,1,Ran off road right,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.261946,-80.849902,
1505390.98773101,546314.927731007,4349,901954,2018,6,June,9,7,Saturday,236,20180609023600,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.239769,-80.656579,
1479212.62898101,572401.639606014,4350,968244,2019,8,August,28,4,Wednesday,2134,20190828213400,23,"Left turn, same roadway",2,4,Disregarded traffic signals,0, ,35.310203,-80.745776,
1473682.60773101,562800.827731013,4351,844444,2017,9,September,22,6,Friday,554,20170922055400,14,Pedestrian,1,6,Exceeded authorized speed limit,0, ,35.283559,-80.763738,
1481438.40773101,565767.167106003,4352,832226,2017,7,July,16,1,Sunday,331,20170716033100,22,"Rear end, turn",2,30,Alcohol use,0, ,35.292084,-80.737927,
1471872.53210601,537326.931481004,4353,1024830,2019,1,January,9,4,Wednesday,1751,20190109175100,14,Pedestrian,1,0, ,0, ,35.213488,-80.768282,
1463324.78273101,521651.430856004,4354,817165,2017,4,April,17,2,Monday,440,20170417044000,15,Pedalcyclist,2,0,No contributing circumstance indicated,0, ,35.170002,-80.795946,
1426621.36523101,564426.876481012,4355,1005322,2020,2,February,25,3,Tuesday,1509,20200225150900,27,Head on,2,19,Failed to yield right of way,0, ,35.285626,-80.921512,
1468298.53273101,550513.874606013,4356,803248,2017,1,January,22,1,Sunday,144,20170122014400,14,Pedestrian,2,20,Inattention,0, ,35.24954,-80.781038,
1432550.230231,537325.150231004,4357,779462,2016,7,July,13,4,Wednesday,1740,20160713174000,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.211487,-80.89991,
1439550.698356,532014.687106013,4358,1032424,2020,5,May,5,3,Tuesday,1558,20200505155800,24,"Left turn, different roadways",1,2,Disregarded stop sign,0, ,35.197264,-80.876141,
1425863.448356,535492.600231007,4359,870561,2018,2,February,24,7,Saturday,559,20180224055900,23,"Left turn, same roadway",2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.206099,-80.922174,
1445677.854606,578550.375856012,4360,948573,2019,5,May,4,7,Saturday,112,20190504011200,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.325422,-80.858551,
1451575.47085601,557506.598981008,4361,1002295,2019,10,October,11,6,Friday,536,20191011053600,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.267913,-80.837476,
1417167.168981,504820.306481004,4362,901194,2018,8,August,8,4,Wednesday,1619,20180808161900,23,"Left turn, same roadway",1,6,Exceeded authorized speed limit,0, ,35.121371,-80.949265,
1463931.807731,530313.523356006,4363,905135,2018,9,September,2,1,Sunday,1108,20180902110800,28,"Sideswipe, same direction",2,8,Failure to reduce speed,0, ,35.193829,-80.794439,
1466551.49148101,553685.183981001,4364,907409,2018,9,September,5,4,Wednesday,630,20180905063000,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.258166,-80.78708,
1439100.18710601,513067.914606005,4365,756600,2016,3,March,24,5,Thursday,1736,20160324173600,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.14519,-80.87645,
1408448.38085601,499597.80023101,4366,993411,2019,7,July,16,3,Tuesday,835,20190716090100,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.10655,-80.978069,
1473344.44210601,565134.292106003,4367,956169,2019,6,June,20,5,Thursday,853,20190620085300,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.289953,-80.76501,
1440165.58523101,583703.011481002,4368,994060,2020,1,January,1,4,Wednesday,351,20200101035100,27,Head on,2,2,Disregarded stop sign,0, ,35.339292,-80.877355,
1478417.980231,521833.177106008,4369,900090,2018,8,August,7,3,Tuesday,2206,20180807220600,28,"Sideswipe, same direction",2,12,Improper lane change,0, ,35.171241,-80.745459,
1458897.166481,475747.125856012,4370,839684,2017,6,June,5,2,Monday,1452,20170605145300,2,Ran off road left,1,11,Crossed centerline/going wrong way,0, ,35.04367,-80.807962,
1434343.78273101,561942.869606003,4371,837852,2017,7,July,25,3,Tuesday,835,20170725083500,23,"Left turn, same roadway",2,4,Disregarded traffic signals,0, ,35.27921,-80.89548,
1502915.555231,535675.978356004,4372,961563,2019,5,May,28,3,Tuesday,1025,20190528102500,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.210427,-80.664271,
1461136.232106,533472.418356001,4373,982276,2019,9,September,29,1,Sunday,1430,20190929143000,14,Pedestrian,1,34,Unknown,0, ,35.202368,-80.803987,
1464462.121481,564402.475856006,4374,856066,2017,12,December,1,6,Friday,1218,20171201121800,32,Other collision with vehicle*,2,11,Crossed centerline/going wrong way,0, ,35.287505,-80.794727,
1448671.931481,555229.370856002,4375,784950,2016,10,October,4,3,Tuesday,734,20161004073400,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.261509,-80.84706,
1468362.00085601,529754.374606013,4376,866805,2017,1,January,23,2,Monday,1849,20170123184900,15,Pedalcyclist,1,0,No contributing circumstance indicated,0, ,35.192512,-80.779579,
1439409.98460601,584912.017106012,4377,1065021,2020,12,December,11,6,Friday,819,20201211081900,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.342574,-80.879965,
1472596.80398101,550309.660231009,4378,743830,2016,1,January,15,6,Friday,44,20160115004400,1,Ran off road right,2,30,Alcohol use,0, ,35.24919,-80.766631,
1434581.31585601,509680.338981003,4379,888565,2018,6,June,2,7,Saturday,1050,20180602105000,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.135648,-80.891348,
